,GT,NN,NN_pred
0,0,0,0.9997993111610413
1,0,0,0.27496448159217834
2,1,0,0.999996542930603
3,0,0,0.32696905732154846
4,0,0,0.27773284912109375
5,1,0,0.9989181756973267
6,0,0,0.7327728867530823
7,1,0,0.2941899001598358
8,0,0,0.13708248734474182
9,0,0,0.9999631643295288
10,1,0,0.961530327796936
11,0,0,0.16408002376556396
12,0,0,0.31046774983406067
13,1,0,0.9976175427436829
14,1,0,0.11372693628072739
15,1,0,0.9978146553039551
16,1,0,0.8719118237495422
17,0,0,0.48749232292175293
18,0,0,0.22020746767520905
19,0,0,0.14611098170280457
20,1,0,0.9344729781150818
21,1,0,0.8745183944702148
22,0,0,0.09380834549665451
23,1,0,0.9999639987945557
24,1,0,0.11674148589372635
25,0,0,0.4757210910320282
26,0,0,0.17523311078548431
27,1,0,0.4438161551952362
28,0,0,0.11852321773767471
29,0,0,0.5028281211853027
30,1,0,0.9998327493667603
31,1,0,0.9363832473754883
32,1,0,0.4440365433692932
33,0,0,0.27349087595939636
34,0,0,0.08470489829778671
35,0,0,0.20719823241233826
36,1,0,0.6534427404403687
37,0,0,0.4127366244792938
38,0,0,0.09147527068853378
39,0,0,0.07554621994495392
40,1,0,0.9893733859062195
41,0,0,0.15027561783790588
42,0,0,0.5855557918548584
43,1,0,0.9993176460266113
44,0,0,0.11854898929595947
45,1,0,0.9999682903289795
46,0,0,0.10035081207752228
47,0,0,0.2379310429096222
48,0,0,0.1471129208803177
49,0,0,0.12102948874235153
50,0,0,0.5666661262512207
51,0,0,0.34409499168395996
52,0,0,0.12086690217256546
53,1,0,0.9816821217536926
54,1,0,0.0826803594827652
55,1,0,0.8080103397369385
56,1,0,0.9977307915687561
57,0,0,0.28425756096839905
58,1,0,0.9038692712783813
59,0,0,0.35874998569488525
60,1,0,0.7247881889343262
61,1,0,0.9997467398643494
62,1,0,0.8046927452087402
63,1,0,0.9695329070091248
64,0,0,0.22965270280838013
65,0,0,0.22469165921211243
66,1,0,0.9934118390083313
67,0,0,0.11916311085224152
68,1,0,0.7120925188064575
69,1,0,0.10550474375486374
70,0,0,0.11404450237751007
71,1,0,0.06782270967960358
72,1,0,0.9999982118606567
73,1,0,0.9997933506965637
74,1,0,0.9397569894790649
75,1,0,0.9708248376846313
76,0,0,0.12849821150302887
77,1,0,0.06469225883483887
78,0,0,0.10098385810852051
79,0,0,0.3687944710254669
80,1,0,0.9859236478805542
81,1,0,0.9851330518722534
82,1,0,0.9998069405555725
83,1,0,0.8452526926994324
84,0,0,0.24331659078598022
85,0,0,0.2904924154281616
86,1,0,0.9998219609260559
87,1,0,0.9239823222160339
88,0,0,0.28034019470214844
89,0,0,0.729938805103302
90,0,0,0.20193986594676971
91,0,0,0.8660048842430115
92,1,0,0.9914755821228027
93,0,0,0.09934434294700623
94,1,0,0.5210341215133667
95,1,0,0.7486857771873474
96,1,0,0.9877715110778809
97,0,0,0.3112243115901947
98,0,0,0.9979261159896851
99,1,0,0.910967230796814
100,1,0,0.9315373301506042
101,1,0,0.9529107809066772
102,0,0,0.4945030212402344
103,0,0,0.2539859116077423
104,1,0,0.9980883002281189
105,1,0,0.24163766205310822
106,0,0,0.386442095041275
107,1,0,0.9999396800994873
108,1,0,0.1508255898952484
109,0,0,0.5688968300819397
110,1,0,0.9989919066429138
111,1,0,0.9999997615814209
112,1,0,0.9728144407272339
113,1,0,0.49484217166900635
114,1,0,0.2487363964319229
115,0,0,0.11885123699903488
116,0,0,0.45944350957870483
117,0,0,0.26250097155570984
118,1,0,0.8484233021736145
119,1,0,0.9999043941497803
120,1,0,0.417906790971756
121,1,0,0.998896598815918
122,1,0,0.16076718270778656
123,0,0,0.9424275755882263
124,0,0,0.7558491230010986
125,1,0,0.5439085364341736
126,0,0,0.5825604200363159
127,0,0,0.5479879975318909
128,0,0,0.09746088087558746
129,1,0,0.9997103810310364
130,0,0,0.1442156881093979
131,1,0,0.9963251948356628
132,1,0,0.7188242673873901
133,0,0,0.11051587015390396
134,0,0,0.9136010408401489
135,0,0,0.5253815650939941
136,1,0,0.3382689952850342
137,1,0,0.9241074919700623
138,0,0,0.18343649804592133
139,1,0,0.9999996423721313
140,1,0,0.9068506360054016
141,1,0,0.9999935626983643
142,0,0,0.9587480425834656
143,0,0,0.13609451055526733
144,1,0,0.3698868453502655
145,1,0,0.9840186238288879
146,0,0,0.08624356985092163
147,1,0,0.9955857992172241
148,1,0,0.9854660034179688
149,0,0,0.38762062788009644
150,0,0,0.10850751399993896
151,1,0,0.8930526375770569
152,1,0,0.9996769428253174
153,0,0,0.14769546687602997
154,0,0,0.988030731678009
155,1,0,0.953838050365448
156,0,0,0.8999896049499512
157,1,0,0.9021889567375183
158,1,0,0.9999997615814209
159,0,0,0.35539132356643677
160,0,0,0.15867497026920319
161,1,0,0.9999477863311768
162,1,0,0.4008796513080597
163,0,0,0.10938307642936707
164,1,0,0.28804558515548706
165,1,0,0.9807347655296326
166,0,0,0.4260411858558655
167,1,0,0.9993384480476379
168,1,0,0.38173016905784607
169,0,0,0.4424964189529419
170,1,0,0.2697763741016388
171,0,0,0.3550254702568054
172,1,0,0.3950228989124298
173,1,0,0.2883716821670532
174,1,0,0.46465179324150085
175,1,0,0.19592173397541046
176,0,0,0.7674425840377808
177,1,0,0.9996833801269531
178,0,0,0.3526937663555145
179,0,0,0.2026938498020172
180,0,0,0.7267754077911377
181,1,0,0.9733456373214722
182,0,0,0.5662840604782104
183,1,0,0.9997280240058899
184,0,0,0.10866725444793701
185,1,0,0.12088797241449356
186,0,0,0.08190800994634628
187,1,0,0.46037617325782776
188,0,0,0.13405083119869232
189,1,0,0.9976590871810913
190,1,0,0.2813328206539154
191,1,0,0.9940495491027832
192,0,0,0.5256784558296204
193,1,0,0.999559223651886
194,0,0,0.18657264113426208
195,1,0,0.9950931072235107
196,0,0,0.17077408730983734
197,0,0,0.2884042263031006
198,0,0,0.46017220616340637
199,1,0,0.3460093140602112
200,1,0,0.592032253742218
201,1,0,0.9582212567329407
202,0,0,0.24107378721237183
203,0,0,0.07633449137210846
204,1,0,0.9975847005844116
205,0,0,0.12954668700695038
206,0,0,0.974267840385437
207,0,0,0.4247126281261444
208,1,0,0.11837471276521683
209,0,0,0.7792679071426392
210,0,0,0.46733275055885315
211,1,0,0.6106920838356018
212,1,0,0.15583688020706177
213,0,0,0.26987114548683167
214,0,0,0.09944646805524826
215,1,0,0.9995643496513367
216,0,0,0.4842662513256073
217,1,0,0.9995847344398499
218,1,0,0.9997243285179138
219,0,0,0.9999673366546631
220,1,0,0.9999943971633911
221,1,0,0.9964393973350525
222,1,0,0.2061517834663391
223,0,0,0.15604844689369202
224,0,0,0.34876370429992676
225,1,0,1.0
226,1,0,0.44714465737342834
227,1,0,0.9837787747383118
228,0,0,0.7589447498321533
229,1,0,0.9584579467773438
230,1,0,0.9474271535873413
231,1,0,0.4332907795906067
232,0,0,0.9197874665260315
233,1,0,0.09350074827671051
234,1,0,0.8146967887878418
235,1,0,0.9953624606132507
236,0,0,0.5219154953956604
237,0,0,0.14519228041172028
238,0,0,0.2987487018108368
239,1,0,0.9997028708457947
240,0,0,0.15298959612846375
241,1,0,0.15160678327083588
242,1,0,0.9999611377716064
243,1,0,0.9999972581863403
244,1,0,0.9999696016311646
245,0,0,0.8589200377464294
246,1,0,0.9998098015785217
247,1,0,0.12595206499099731
248,1,0,0.9999969005584717
249,0,0,0.10844376683235168
