,GT,NN,NN_pred
0,0,0,0.8427798748016357
1,0,0,0.06183364987373352
2,1,0,0.9831372499465942
3,0,0,0.11146616190671921
4,0,0,0.15726688504219055
5,1,0,0.9298083186149597
6,0,0,0.808824360370636
7,1,0,0.06919962912797928
8,0,0,0.05678858608007431
9,0,0,0.8993017673492432
10,1,0,0.4715344309806824
11,0,0,0.052739351987838745
12,0,0,0.0832844078540802
13,1,0,0.9454368948936462
14,1,0,0.050292812287807465
15,1,0,0.07631368935108185
16,1,0,0.4484878480434418
17,0,0,0.21680022776126862
18,0,0,0.04561313986778259
19,0,0,0.04841834679245949
20,1,0,0.06579680740833282
21,1,0,0.440623015165329
22,0,0,0.024097943678498268
23,1,0,0.9403536319732666
24,1,0,0.03845802694559097
25,0,0,0.260747492313385
26,0,0,0.09576251357793808
27,1,0,0.16232892870903015
28,0,0,0.0186543557792902
29,0,0,0.07062682509422302
30,1,0,0.7452540993690491
31,1,0,0.41472533345222473
32,1,0,0.11203127354383469
33,0,0,0.19141393899917603
34,0,0,0.022650955244898796
35,0,0,0.720433235168457
36,1,0,0.09150669723749161
37,0,0,0.245120108127594
38,0,0,0.04030575603246689
39,0,0,0.044378865510225296
40,1,0,0.6244745850563049
41,0,0,0.05279962718486786
42,0,0,0.31426945328712463
43,1,0,0.8543714880943298
44,0,0,0.13430660963058472
45,1,0,0.9981791973114014
46,0,0,0.04606427252292633
47,0,0,0.07378679513931274
48,0,0,0.04991530627012253
49,0,0,0.08066723495721817
50,0,0,0.5134910941123962
51,0,0,0.3299393653869629
52,0,0,0.04949359595775604
53,1,0,0.8893722295761108
54,1,0,0.042631082236766815
55,1,0,0.2736087143421173
56,1,0,0.9177854061126709
57,0,0,0.13059619069099426
58,1,0,0.1642184853553772
59,0,0,0.0815119743347168
60,1,0,0.19579251110553741
61,1,0,0.85227370262146
62,1,0,0.5411365628242493
63,1,0,0.7105664610862732
64,0,0,0.05564720183610916
65,0,0,0.09008670598268509
66,1,0,0.540934681892395
67,0,0,0.08049306273460388
68,1,0,0.4392528235912323
69,1,0,0.022910047322511673
70,0,0,0.04393065720796585
71,1,0,0.025034666061401367
72,1,0,0.7552925944328308
73,1,0,0.7243847846984863
74,1,0,0.6133930087089539
75,1,0,0.3293353319168091
76,0,0,0.06740498542785645
77,1,0,0.03910977393388748
78,0,0,0.027497244998812675
79,0,0,0.08236852288246155
80,1,0,0.8198143243789673
81,1,0,0.35534483194351196
82,1,0,0.9399157762527466
83,1,0,0.760154664516449
84,0,0,0.05659819766879082
85,0,0,0.041015323251485825
86,1,0,0.9166592359542847
87,1,0,0.09414245933294296
88,0,0,0.11108766496181488
89,0,0,0.08170656859874725
90,0,0,0.059146441519260406
91,0,0,0.8686822056770325
92,1,0,0.8386123776435852
93,0,0,0.04333987459540367
94,1,0,0.4086317718029022
95,1,0,0.28714460134506226
96,1,0,0.5544742941856384
97,0,0,0.12123961746692657
98,0,0,0.44945499300956726
99,1,0,0.3182614743709564
100,1,0,0.5845299959182739
101,1,0,0.45663392543792725
102,0,0,0.08640700578689575
103,0,0,0.039446890354156494
104,1,0,0.44168999791145325
105,1,0,0.08482643961906433
106,0,0,0.1349247395992279
107,1,0,0.7847265005111694
108,1,0,0.05817186459898949
109,0,0,0.022247234359383583
110,1,0,0.40789806842803955
111,1,0,0.9965502023696899
112,1,0,0.48494547605514526
113,1,0,0.12557245790958405
114,1,0,0.09700297564268112
115,0,0,0.052530597895383835
116,0,0,0.21798457205295563
117,0,0,0.0697917640209198
118,1,0,0.06170080229640007
119,1,0,0.8657152652740479
120,1,0,0.32132506370544434
121,1,0,0.6068408489227295
122,1,0,0.07481637597084045
123,0,0,0.41665005683898926
124,0,0,0.04492630064487457
125,1,0,0.5312769412994385
126,0,0,0.06311970204114914
127,0,0,0.16461706161499023
128,0,0,0.034504346549510956
129,1,0,0.9932782053947449
130,0,0,0.0484330877661705
131,1,0,0.632733941078186
132,1,0,0.7927800416946411
133,0,0,0.05035388842225075
134,0,0,0.15563331544399261
135,0,0,0.12440406531095505
136,1,0,0.13759420812129974
137,1,0,0.21293942630290985
138,0,0,0.058019720017910004
139,1,0,0.9990724325180054
140,1,0,0.21188627183437347
141,1,0,0.9925689101219177
142,0,0,0.1996545046567917
143,0,0,0.04442756623029709
144,1,0,0.2575855255126953
145,1,0,0.761520504951477
146,0,0,0.034126073122024536
147,1,0,0.49585968255996704
148,1,0,0.8948351740837097
149,0,0,0.08852587640285492
150,0,0,0.022342173382639885
151,1,0,0.15708529949188232
152,1,0,0.5271299481391907
153,0,0,0.04685251787304878
154,0,0,0.5989592671394348
155,1,0,0.11302243173122406
156,0,0,0.05838293582201004
157,1,0,0.8122864365577698
158,1,0,0.9968686699867249
159,0,0,0.1102636530995369
160,0,0,0.038694802671670914
161,1,0,0.8685615062713623
162,1,0,0.07317619770765305
163,0,0,0.031376488506793976
164,1,0,0.12874586880207062
165,1,0,0.22250433266162872
166,0,0,0.17328102886676788
167,1,0,0.5385403633117676
168,1,0,0.21033193171024323
169,0,0,0.3320850431919098
170,1,0,0.0533122755587101
171,0,0,0.06827671080827713
172,1,0,0.4530426263809204
173,1,0,0.08447074145078659
174,1,0,0.07682964950799942
175,1,0,0.11599092930555344
176,0,0,0.3481849431991577
177,1,0,0.9134508967399597
178,0,0,0.20061713457107544
179,0,0,0.3023642599582672
180,0,0,0.08347512781620026
181,1,0,0.5564714074134827
182,0,0,0.396310955286026
183,1,0,0.19702759385108948
184,0,0,0.06575065851211548
185,1,0,0.06616607308387756
186,0,0,0.07636823505163193
187,1,0,0.12522459030151367
188,0,0,0.042003460228443146
189,1,0,0.5536894798278809
190,1,0,0.11268046498298645
191,1,0,0.3919387459754944
192,0,0,0.17927944660186768
193,1,0,0.796875
194,0,0,0.033437859266996384
195,1,0,0.3192152678966522
196,0,0,0.05272720381617546
197,0,0,0.049680206924676895
198,0,0,0.1482527256011963
199,1,0,0.062297169119119644
200,1,0,0.09245177358388901
201,1,0,0.1256764531135559
202,0,0,0.04997400566935539
203,0,0,0.026141012087464333
204,1,0,0.252379447221756
205,0,0,0.054203033447265625
206,0,0,0.25990504026412964
207,0,0,0.08801788091659546
208,1,0,0.055373694747686386
209,0,0,0.4231557846069336
210,0,0,0.34888312220573425
211,1,0,0.11532924324274063
212,1,0,0.06344551593065262
213,0,0,0.05822942405939102
214,0,0,0.043023623526096344
215,1,0,0.7758605480194092
216,0,0,0.18927468359470367
217,1,0,0.9404781460762024
218,1,0,0.9763071537017822
219,0,0,0.33486083149909973
220,1,0,0.6809720993041992
221,1,0,0.6931883692741394
222,1,0,0.08553086966276169
223,0,0,0.10817971080541611
224,0,0,0.06945259869098663
225,1,0,0.998863697052002
226,1,0,0.04215409979224205
227,1,0,0.10921706259250641
228,0,0,0.14368954300880432
229,1,0,0.2869996726512909
230,1,0,0.6889868378639221
231,1,0,0.05871577933430672
232,0,0,0.5539723038673401
233,1,0,0.047263551503419876
234,1,0,0.1793314814567566
235,1,0,0.3723618984222412
236,0,0,0.06251615285873413
237,0,0,0.03878485783934593
238,0,0,0.10507545620203018
239,1,0,0.5085749626159668
240,0,0,0.05729788914322853
241,1,0,0.02132130041718483
242,1,0,0.7879449129104614
243,1,0,0.9983682036399841
244,1,0,0.7489593625068665
245,0,0,0.1298852115869522
246,1,0,0.9893463253974915
247,1,0,0.07301689684391022
248,1,0,0.9481605887413025
249,0,0,0.047317784279584885
